emotion,tweet
Other,"@imbiancaCamille were cleaning the house, baha kasi kaya wala masyadong nakaopen na tv. Kaya nga ako nagtanung to be sure. Ewn ko ba. Tnx po"
Other,"RT @DZMMTeleRadyo: Klase sa Mandaluyong City, suspendido na rin bukas, Agosto 9, ayon kay Mayor Benhur Abalos"
Other,"RT @ohohkyzelle_: _¢‚Ç¨_ì@jonvicremulla: May klase na po sa lahat ng antas, pribado at publiko, bukas (August 10) sa buong probinsiya ng Cavit ..."
Other,"RT @wigisam: @ShutangInaBeks YUng eksenang Hanging Habagat ka lang teh..wag kang magpasikat, Hindi ka Bagyo, pinapaalala ko lang sayo. K ..."
Sadness,Apalit - Mac Arthur Hi-way. First time bumaha ng ganito.( #floodph  @ Apalit Pampanga http://t.co/8sEcAbgQ 
Sadness,Hello :)......sana mawala na ulan :((
Sadness,@CharHernandez okay pa naman ate. Thank God wala pang baha and sana wala na :(
Sadness,Ano na ang nangyayari sa Pilipinas :( imba ulan daw. :-s
Sadness,@ilovesani I call them na. They are ok though merong patubig sa likod namin kaya umapaw so medyo baha sa labas namin. :(
Sadness,@EllaYeahItsMe :(( Pwede sana kasi may cousin ako sa QC kaso busy yun eh.
Sadness,@aquinokristina @annecurtissmith help Angono Rizal please. They really need it so badly. They have nothing. Inanod lahat ng Laguna de Bai
Sadness,"RT @azicorona: Kailan tayo nagka presidenteng anak mayaman na lulusong sa baha? Good job, PNoy. It's sad, though, how our country's batt ..."
Sadness,I http://t.co/bjXqmcb1?  http://t.co/PfKFUR4c super pagud lakas ng ulan.
Sadness,sana tumigila na yung ulan dito samin para makauwi na si mommy... :(
Sadness,Pano ba makakatulog sa lakas ng ulan? So sleepy. Pero kailangan mag bantay.:(
Sadness,"Yung ulan parang Primetime Bida, WALANG HANGGAN -____-"
Sadness,"@bebsiebebs Hay mas mataas nyan baha samin, for sure."
Sadness,@itsJUSTmeTINE Sana nga. :( Baha rin dito eh.
Sadness,Sht nman :( Gusto ko tlaga pumunta ng cavite :((
Sadness,"hindi na ako natutuwa na walang pasok, lalong lalo na sa panahon. Ang dami nang nahihirapan. :( #PrayForThePhilippines"
Sadness,@ISSApandalover ahh. Kawawa naman e yung ulan ngayon parang kahapon din. Tas tuloy tuloy pa
Sadness,@alyngggg aww :( parang ondoy lang -__-
Sadness,Walang magawa. Kalaban ay baha. Hayy  as of 10am today (Mayapis St. SAV Makati) http://t.co/ffpoIrjC
Sadness,"@luckymanzano not yet,malaki p din ang baha d2 sa bulacan..particularly here in balagtas...:-("
Sadness,"Wala na ulan, pero bakit ang taas ng tubig sa ilog?? :("
Sadness,Ulan =((
Sadness,PAPASOK NA UNG BAHA SAMIN :( #WAGPLEASE
Sadness,"@maynilad Wala po kaming tubig sa Cabotage St, Brgy Paltok QC :-("
Sadness,@giselavish Aww. :( Akala ko dahil sa ulan din. Stay safe G!
Sadness,"@ellainedayao onga e, khit mas malakas ang Ondoy, mas matagal naman 'to. Sobra na nga ung mga epekto wee."
Sadness,@OptimusPrimalit nakakaiyak na kaya T-T simula tuesday stranded na kami dito sa condo dahil sa baha ar paubos na yung stock na pagkain.
Sadness,"@itsELJHEYtld lampas Tao Baha, Parekoy Nakakaawa yung Iba na nalubog yung Bahay :("
Sadness,"@joviedbeauty Mojon kami, baha sa subdivision, yung mga staff ko, sa panasahan, crossing, catmon at iba pang karatig areas. kaloka. :("
Sadness,@mallowalow wala na rin dito sa min. sa ibang parte ng marikina ang malala. :( may balita ka kung ano nang situation sa taft?
Sadness,@rbT_Grm @PHClimateX Thanks! Hayan lakas na naman ng ulan :(
Sadness,"RT @Gleestersiopao: Ay grabee. Ulan, tigil na please? :("
Sadness,@KatMatienzo May alam ka ba kung saan pwede mag volunteer near Pasig? Ang layo kase pag sa school namin eh :(
Sadness,"kala ko wala ng baha, natulog lang ako bumalik na naman yung pool namen -.-"
Sadness,kawawa naman ang mga taga NCR :((
Sadness,Parang mas malakas yung ulan ngayon kesa kahapon. Tuloy tuloy pa tong ngayon. :(
Sadness,"Grabe, di parin tumitigil yung ulan. Baha padin sa Ma. Clara. :( Di man lang bumaba yung baha."
Sadness,rain please stop na. malapit ng pumasok sa gate namin ang baha :(
Sadness,@RJPaayne ayun nga daw. Ililipat sa laguna yung dlsu manila tas yung matitura dito engineering course na lang -___-
Sadness,#tq @Lianepeeeyy oo nga eh. Sana matapos na ang ulan._¢Àú¬_
Sadness,"@ninapbs sa labas kaya ng village, baha na :(( joke stay safe!!!"
Sadness,@kleahmarie wala na :D Mahangin nlang. Pero. Sobra parin baha sa labasan :/
Sadness,"Please naman, tama nang ulan. Nawala na nga tubig baha dito eh tuloy-tuloy parin ang ulan ayan tuloy, may baha ulit. Tama na please. ://"
Sadness,@ricarics18 I dunno kng mkkpasok na ko bukas.. Chest-deep p dn knina yun baha sa dadaanan ko pa-lrt.. :(
Sadness,RT @iamMichP: Kung alam ko lang na 1 week na mwawalan ng pasok sana di na lang muna ako bumalik dito sa Manila :( Tss!
Sadness,"#tq Wala na ulan, pero bakit ang taas ng tubig sa ilog?? :("
Sadness,hays sana tumigil na ung ulan. :(
Sadness,"Ulan, FF na kami. Please lang, tama na. Hindi na masaya e."
Sadness,Grabi nato walang katapusan ang ulan haiii kawawa nmn ung iba na babahaan.
Sadness,@iAmCandJun wala ng baha samen :) pero sa mga dadaanan baha pa -.- :( di ko tuloy alam san ako dadaan kpag pumsok:(
Sadness,"RT @Krenvrro: @ilovejamich Rescue in Villa Monteverde, Brgy.Nagbalon Marilao, Bulacan. Wlang kuryente at abot 2nd flr. baha! Please help ..."
Sadness,MagOOT na dito sa office. Di makaalis dahil malakas ang ulan at superb BAHA! :(
Sadness,"nako po ano bang nangyayari, :(( ayaw tumigil ng ulan :(("
Sadness,"@aeyuuh wala pang inaannounce sa Manila eh. Me too, ditsxy. :( Pray tayo. Ingat ka ha? :-*"
Sadness,RT @rayavillaflores: so eto nanaman yung ulan... may pasok pa bukas.. hay
Sadness,@jashrell2 mudrabells! miss na kita :( huhuhu keribells mo pa ba ang ulan dyan???
Sadness,Tagal naman tumigil ng ulan. ? Di na naawa sa ibang tao. AT DI AKO MAKALABAS NG CONDO. :( :)) I'm homesick alreadyyy. http://t.co/Bd0IkBTz
Sadness,"@jasminetorio may mga tao dito sa side ng bahay namin feeling ko may gagawin sila, sana humupa na yung baha :((("
Sadness,anlakasss nnman ng ulan :(
Sadness,"Ang assuming ni hanging habagat, feeling bagyo. :("
Sadness,Sayang ga effort namin sa pagaaral. Lagi nang suspend. Wala naman ulan. :(
Sadness,@SEVIrussnape No way out of Marikina...gusto ko nga sana tumulong eh...:(
Sadness,"@chundick @pendragoned we might evacuate tomorrow :( ang lakas ng ulan dito, bumalik tuloy yung nalimas na baha. kayo?"
Sadness,Omg. Hanggang bewang na daw ulet yung baha sa loob ng bahay namin! :( I WANNA CRYYYYYYY
Sadness,Di makalabas :( stranded kami baha hanggang shoulder :(
Sadness,Di bale ng may pasok na ulit.. Tumigil lang ulan :'(
Sadness,@cyrilnijape nung isang araw lang.. kanina raw wala na e first time lang daw na umabot hanggang baywang baha :(( ingat kayo ah!
Sadness,#tq RT @camrynrocks: @EnchancerClaire i cried the first time i saw the photos. manila is such a beautiful town and to see all the beautiful  ...
Sadness,#tq kawawa naman ang mga taga NCR :((
Sadness,#tq sana tumigila na yung ulan dito samin para makauwi na si mommy... :(
Sadness,#tq Huhuhu sana mag stop na ulan :( kawawa namn yung mga binabaha
Sadness,@khaibacolod Red Warning nanaman sa Metro Manila according to DZMM. :(
Surprise,@ryanDqt hey you made it! Nakalabas ka ba ng airport? Baha everywhere!
Surprise,Nahiya naman ako bigla sa mga kasakay ko sa jeep! Habang balot na balot ng plastic ang aking talepano sila naman bold na bold!! Taaaray
Surprise,RT @playalovegame: wow pati katipunan baha na :( For real?! Wala sa guni- guni ko ang bahain jan!
Surprise,Ganda ganda ng higa ko dito sa kwarto... Tapos pagbaba ko baha na pala. Wow.
Surprise,Oh my! Baha pa din..at walang tigil ang pag.ulan :( #prayforPhilippines
Surprise,#tq Wow! Baha na tuloy tuloy padin :D http://t.co/bsA32DET
Surprise,kaloka.. wala ngang baha sa labas .. bumabaha naman sa rooftop o_O ..
Surprise,"RT @BtrzBravo: Wow, emo ng Globe. Ayaw makisama. Nakiki-sabay sa habagat na feeling bagyo?!"
Surprise,@victorvonvitug ay grabe ka! #RescuePH #ReliefPH
Surprise,"#tq RT @DTM_LillboyJANG: So its true, SNOW in AFRICA! Wow! Flood n Philippines, Earthquake in LA, Volcanic Erruption in NZ! Wat else? http:/ ..."
Trust,"@anjellerej Kayo mag-ingat! Nakooo, buti tumigil na yung ulan. Huhupa na yan."
Trust,"RT @Banatero101: Baha ka lang, Pinoy ako! #bangonPilipinas"
Trust,@Kysleee monitor nyo din tubig jan .bka pasukin din kayo ng baha .pray lang tayo
Trust,"RT @BoyHaveyTweets: Huhupa rin ang BAHA, Matutuyo rin ang LUPA, Titigil din ang PAG LUHA. Magdasal lang at si GOD ang BAHALA. :) #bangon ..."
Trust,Laban haring araw!!! Ikaw ang pagasa!
Trust,... ini-akyat na ulit sa RED ALERT ang METRO MANILA dahil sa walang hintong pag-ulan... help us GOD...
Trust,"RT @ryan_chua: Attn sa mga nasa Marikina: ""@YouAreJenieveve: Kailangan po ng volunteers na tutulong sa Sports Center ngayon. RT! @ryan_chua‚Äù"
Trust,@Karen_DaviLa mam karen bahay na din po dito sa amin sa baliwag bulacan hanggang hita napo ang tubig more power sa bandila
Trust,"@elleCee14 nadali pla kayo ng baha. tga san k b ? XD eto, normal padin, d nman kc masyado naapektuhan. di kasi nabaha dto. thanks GOD."
Trust,RT @PINOY_QUOTES: PRAYER = ay isang power na sandata na walang makakahigit pa. #PrayForThePhilippines
Trust,@carlareal26 @reginevalcasid relax lang po ate. rescue teams are on their way. buong pasig po nangangailangan ng tulong eh. keep safe po.
Trust,"Umaaraw, umuulan....  Naniniwala ako bukas wala ng ulan kasi sumisilip na yung araw :("
Trust,"@AlexJabson Hehe with the face. =)) That's good! Magssubside din yan, mahina na rin naman ulan. Tiwala lang! :)"
Trust,"@jojagpangan ""Huhupa rin ang BAHA, Matutuyo rin ang LUPA, Titigil din ang PAG LUHA. Magdasal lang at si GOD ang BAHALA. :)"""
Trust,RT @bridomingo: Baha ka lang. PILIPINO AKO!!
Trust,#bangonPilipinas #reliefPH #rescuePH
Trust,"Baha lang yan, kaya natin yan. #bangonPilipinas"
Trust,"#tq @AlexJabson Hehe with the face. =)) That's good! Magssubside din yan, mahina na rin naman ulan. Tiwala lang! :)"
Trust,Kung ngang yung mga taong nasalanta ng bagyo kayang ngumiti. Sino ka para sumimangot??? Smile. #TheFilipinoSpirit
Trust,@_iamsuperKJ sus. huhupa din yan ala na ulan
Trust,RT @MisterBanatero: Ang TIWALA parang pagsakay sa JEEP. Hindi lahat nasusuklian kaya huwag kang mag bigay ng BUO.
Trust,RT @iKowtstagram: BAGYO lang ang SUMUSUKO hindi tayong mga PILIPINO. #bangonPilipinas
Trust,"RT @lexifernandez95: sa baha. Maging responsable na sana tayo nang hindi na maulit ito. Kaya naman natin, eh. Disiplina lang. Para sa at ..."
Trust,salamat Lord tapos na po ang malakas na ulan. sana ok lang kayong lahat..
Trust,"RT @alicestunner: Tinangay na ng baha yung mga plastic. Pero, ba't nandyan ka pa? Tatag natin ah."
Trust,"@direklauren sana makuha si karen reyes para mag volunteer sa mga biktima ng baha ,makakatulong sya salamat po"
Trust,"RT @PinoyBookOfLove: ""Wag ka ng magalala , Hindi niya tayo papabayaan."" - God #bangonPilipinas #reliefPH #rescuePH"
Trust,RT @IndayBanat: BAGYO lang ang SUMUSUKO hindi tayong mga PILIPINO. #bangonPilipinas
Trust,Walang baha ang makapagpapa-suko sa mga pinoy. Aahon tayo ng buo at nakangiti. #LahiNgMatitibay #staysafe everyone. _¢Àú¬_
Trust,"RT @IndirectPatama: Yung kahit anong lakas ng ulan, lalo lang lumalakas ang sambayanang Pilipino #bangonPilipinas"
Trust,#PrayForThePhilippines Nawa'y maging ligtas ang karamihan at ang mga nasalanta ay matulungan. #fb
Trust,"@raividanes prayer brigade, 8:30 pm, para sa lahat ng Flood victims :)"
Trust,"#tq RT @NatashaGerona: The rain is strong, but our prayers are stronger. #PrayForThePhilippines"
Anger,"#tq RT @Ellestrada: ""Manila is known for it's slums"" - @CNN London. ARE YOU FUCKING SERIOUS. Then fucking London is known for it's bad denta ..."
Anger,RT @_CallMeReRe_: ‚Äú@_SavageBoii: #Lrt NO FUCKIN BULLSHIT‚Äù hahahahahaha
Anger,That Tweet was TOO Fckn REAL #LRT
Anger,Sheet Ness Laks Ng Ulan Tas Laki ng  Baha ..!  SHett STop THes Madness :l
Anger,#Lrt oh foreal? ard say nomore!!!!!!!
Anger,"RT @mcmorco: President being criticized for taking an army truck to visit flood victims, & for smiling. WHAT DO YOU WANT HIM TO DO,  ..."
Anger,‚Äú@heyyyyLuis: Holy shit ! this is pasig. http://t.co/7K3D4kMV‚Äùondoy all over again :(
Anger,#LRT that's wtf I'm talking about brother:) fucks with it!
Anger,"RT @AngeliPV: Lord Jesus NO WEAPON FORMED AGAiNST MARIkiNA will PROSPER! We declare NO devastation, NO ... http://t.co/gaTXVwSz"
Anger,@1st_ladiee iight i'm gone fuck that Jeep up
Anger,"RT: @aprilvalmadrid the anchor on CNN London just said that ""Manila is a city famous for its slums"" #ouchthathurts -->You go to hell!"
Anticipation,Good morning tweeps! #BangonPilipinas #PrayForThePhilippines
Anticipation,"RT @lmWillSmith: To our friends & fans in the Philippines, I hope you're safe from the rain and floods. You're in my thoughts! #Pray ..."
Anticipation,RT @ohteenquotes: There's always a rainbow after the rain. ‚ù§ #bangonPilipinas #PrayForThePhilippines
Anticipation,"RT @RescuePH: The weather may be sunny, but remember that there are still people that need RELIEF. #ReliefPH #BangonPilipinas"
Anticipation,"RT @ABSCBNNews: ANTIPOLO CITY: Please be informed classes tomorow Aug. 09, all levels public and private school are suspended - Mayor Le ..."
Anticipation,"RT @jericho_rosales: Hope it's getting better in Manila. God bless all victims, volunteers and rescuers. A blanket of peace &comfort ..."
Anticipation,Is there someway we can send our relief goods here in cebu to manila since shipping companies suspended their operations going to manila?
Anticipation,RT @erikaeam: Pasay City Has Been Declared In a State of Calamity!!! #LetsPRAYforPHILIPPINES T___________T
Anticipation,RT @piamagalona: Good morning! #PrayForThePhilippines God bless the Philippines.
Anticipation,@TMI_Institute I have a feeling we're gonna get a flood of casting news very soon!
Anticipation,@TV5manila are classes suspended in Makati tomorrow? private and public?
Anticipation,Hoping for everyone's safety. Let's all pray and think positive. :) #PrayForThePhilippines  #bangonPilipinas
Anticipation,"RT @piacayetano: Wag na po natin dagdagan problema sa baha, #ZeroWaste shd be our target. Re-use bags, encourage everyone to bring reusa ..."
Anticipation,Off to caroline's house. Sana walang flood
Disgust,Bun.og after na bangga ang jeep akong gi sakyan! _üò±_üò__üò† http://t.co/oXIp3GDY
Disgust,My god.. mrt no seat
Disgust,RT @ohempakyu: Arte neto. Lunod kita sa baha e
Fear,"RT @lusciousroch: @ChaDaoTeaPlace pa RT:  family trapped inside house and flood is rising. Address is 184 Pineville ave, lawa, meycauaya ..."
Fear,@punjaaaBER call ob. State of calamity na daw San Juan.
Fear,RT @djtonytoni: Pls don't take C5 flyover to ortigas-tiendesitas is under water!! Don't risk using it!
Fear,"@TdArcangues @iamlanie22 @nirvadel @sam_ocd i'm more worried 4 my family. i'm not w/ them, and d flood is getting deeper in their place."
Fear,@beestow scary if stormy. and right beside manila bay pa! lol.
Joy,#Lrt Glizzy got a couple cool song i guess
Joy,@XsuperASHLEY yes chingu ^_^ tsaka for sure baha sa perpz ^_^
Joy,If's official. I'm being followed by a mall Thank you @shOpryMills Glad yer comin' back strong from the flood!
Joy,"RT @3ioni: To all the donors and volunteers helping the Filipino people affected by floods, Mabuhay kayo! #Philippines #floodsPH"
Joy,"Flying panda at Airforce City, Clark Field Pampanga Hot Air Balloon Festival!:) http://t.co/e07f1r85 #retweet #cute #hotairballoon"
Joy,#LRT: AND he still winning. #Boaw
Joy,"if you don't mind,can you find where I am here and can you please count us?hahaha. Proud to be SAN JUAN. Family Reunion http://t.co/9k2JSo90"
Joy,RT @BruroMars: #bangonPilipinas #reliefPH Keep Safe Filipinos! Thanks Mr. Sun! Pray for the Philippines!
Joy,RT @ShiroUnlimited: Finally! Hello Mr. Sun! We've made it Filipino people! Kudos to the Philippine Army! :) #BangonPilipinas #reliefPH h ...
Joy,thanks to those who showed concern for my country #PrayforthePhilippines
Joy,"RT @pattigrand: Bring out the sunshine, Manila :) http://t.co/0VryCTbi"
Joy,RT: @kalihuff thank you so much Lord for guiding me away from the flood...
Joy,#LRT she IS NOT playin wit yall lol
Joy,"@karenehowell  hi!!:) please follow @kristindaily! (laguna beach, the hills) U wont regret it #teamkristin Please RT spread the word."
Joy,@azuredestiny29 i saw :s will find another way home nalang haha or stay somewhere til the flood subsides. thanks Charm! :) take careeee
Joy,Epekto ni Ulan. =\\ #Bored. Hahaha. http://t.co/IuaoRvDA
Joy,@tinyapyuco @BubblesMagpayo at least si bayani engineer so kaya nya marehabilitate marikina with the flooding eh damay na kami dun _üòä
Joy,Lmao That Sgit had me #Weak #LRT
Joy,"RT @jboygonzalessj: Ateneo HS #reliefPH kitchen: Food meals produced this am is 4,200. Thank you very much for those who donated and vol ..."
Joy,"Again, THANK YOU to everyone who retweeted and tried to contact my sister in law. They're ok now. Flood subsided. God bless you all."
Joy,"@gretchenfullido thankyou for the updates this is most valuable information to know from Aust. We have family in Manila, take are all"
Joy,"RT ""The baha is so clear.., like Evian..."" hahaha :))"
Joy,"Good Weed, Cold Drinks:) #ShitIsComplete Baha"
Joy,@cheecheron mandaluyong.. (ayan hint na yan to all my stalkers).. Lolz jk _üòú
Joy,RT @deanemgl: Flood has gone down significantly here in Ortigas Extension and its really sunny out here :)
Joy,_üòÇ_üòÇ omg I'm really cracking up at my LRT
Joy,With Tondo Girl Mey! :)))) #Mey #GoCpac http://t.co/D93qrDWJ
Joy,#LRT >>> i was just talking about that with my mom yesterday! #lol
Joy,LOOOOOOOOOOL #LRT
Joy,"kudos to the 12,000 bilibid inmates who chose to skip a meal just to donate to the flood victims! The Filipino Spirit! :)"
Joy,Stranded but my dad found me and thank you two guys for helping out where my Jeep died
Joy,"RT @TheMarriene: Glad to hear that the sun is now shining in some parts of Metro Manila. ‚òÄ Get well soon, Philippines. _üòâ"
Joy,"#lrt, LMFAOOOOOOOOOOOOOO _üòÇ_üòÇ_üòÇ_üòÇ_üòÇ_üòÇ_üòÇ I really hate to be mean but that literally made me LOL."
Joy,RT @ANCALERTS: #UGC RT @annisshaa @ANCALERTS everything good here in nagcarlan laguna ) http://t.co/kmSGuHp0
Joy,"My LRT , TOO FCKN FUNNY ; y'all check it out !"
Joy,"RT @MMDA: Thanks to the efforts of Maynilad and the City of Manila, Lagusnilad is now fully passable as of 11:20PM."
Joy,Manila Bound tomorrow w/ @ShantiLerner13 yeyyy :)
Joy,RT @brandlingvilla: Flood over. Awesome foamy returns. Open from 5pm today.... http://t.co/aoZv9cIj
Joy,RT @petitedungarees: Okay. This made me laugh. https://t.co/im5cIAdC @jeeveswilliams Philippines looks like this now. BAHA/FLOOD
Joy,Finally back in Manila! so happy its nice and sunny ‚òÄ
Joy,@Billy Corgan rocking Manila despite the rains and floods! Now how cool is that?!? #SPPH #SPOceaniaTour http://t.co/nHh28niS
Joy,"RT @Julia_Snieg: Yes migs thank u!!!""@MariHenud: Thank you @migznolasco to give us @CableCarPh as venue to drop of goods! #reliefPH"""
Joy,"@dasnadine I'm still in manila :)hmm, well the sun is out! That's a good sign. And the warning signals were terninated. Ongoing relief ops"
Other,RT @micohalili: .@MMDA: FLOOD ALERT: CP Garcia UP waist deep. Not passable to all types of vehicles. Ateneo SB knee deep  Not passable  ‚Ä¶
Other,"RT @GoodKarmaShirts: Give a drop of relief. For each yellow Good Karma shirt, 100% of profits will go to flood victims #reliefPH http:// ..."
Other,@Jrickoo bex you staying there in taguig na talaga?
Other,At work today won't get to see Katies fight wishing her all the very best jeep the tweets coming!! @RTEsport
Other,"Alam q na gagawin ni Donya Margaret,she'll send Jean's saliva for DNA analysis kay Dr. Raquel Fortun @Doc4Dead sa UP Manila. #WalangHnggan"
Other,"Beethoven symphonie, delinquance seine st denis you remember FAB bad boy dance for me!!! #LRT #fababy"
Other,"RT @AngelBrewrats: Mabuhay! ""@cheryltiu:12,000 prisoners in Muntinlupa jail gave up their meals yesterday so that the food could be dona ..."
Other,RT @saabmagalona: Pls save these 7 dogs if you can @PAWSPhilippines! 60 F. Manalo St. Brgy. Calzada-Tipas Taguig. Contact 09175511987 ht ...
Other,#LRT >> I have a weird obsession with stomachs !
Other,@missmansanas @mamajohwnz @rescuePH reported this na po - http://t.co/xjtzWMnG
Other,#rescueph Does anybody know if this works?  http://t.co/G6KAG8IJ
Other,Let me be the reason why you randomly smile when im not around.      #rescuePH http://t.co/mAcXm85Q
Other,@April15410 true.mau gane taas Amun place muna d kalab'ot ang baha samun...thank god gd ya
Other,"RT @nathandeguzman: My family's stuck on the 3rd floor of our house in QC. Send help. 16B, T. Evangelista St., Xavierville 1, Loyola Hei ..."
Other,"@TheMayorLIM  Mr. Mayor, meron po bang pasok sa makati?"
Other,"@mmda traffic/flood situation pls for commonwealth going to fairview, including winston st fairview.thanks!"
Other,My #LRT is how I'm feeling
Other,My photo #obando #flood #habagat #bahagat #lol http://t.co/WsUsXCfe
Other,@CONDStoppable hahaha! Pano un? Baha na? Hahaha
Other,"According to that guy, Cornell is an HBCU LOL #LRT"
Other,RT @143redangel: Help victims of Habagat. Pls donate to the Red Cross via Paypal. Pls visit http://t.co/uq8ud9OG #rescuePH
Other,RT @rsethib: You know you're in South Louisiana when the bridge you cross is actually a flood gate.
Other,RT @saabmagalona: What Marikina looks like now :( http://t.co/fwVhvJ8S
Other,@yourfaveSheng yudee bee ha... kmsta kada ya? gn baha ka man da?
Other,@smmegamall Just convert the @adidasph BBall gear that ur giving away into cash for the flood victims!!!!!!!!!!
Other,@AlexAllTimeLow swimming tayo sa baha Alex
Other,Ha !!! #LRT lls
Other,"RT @BlackRoseCard: Pasig rosario bridge!! http://t.co/CenX1hM5"" Not good!!!!$"
Other,lhh @ my LRT .
Other,"RT @SeaDones: 12,000 prisoners in Muntinlupa jail gave up their meals yesterday so that the food could be donated to flood victims. #One ..."
Other,"RT @deadforacentury: RT""@jashinteen:@BFP pls send a fire truck SFDM QC F. BAUTISTA PLS I CALLED EARLIER AND THE LADY DOJGED MY CALL PLS  ..."
Other,Still no classes in Laguna tomorrow? The weather's fine na ah. ÓêÑÓêÜ
Other,@TheEllenShow PrayforthePhilippines http://t.co/4BPI5kcH http://t.co/l3DGEuCv http://t.co/hgnRL41O http://t.co/bJjra4rd http://t.co/xcCkyEdx
Other,RT @LeeCuriosity: Remote Sensing Mast deployed successfully! Starting to get a flood of new Gale Crater imagery from #MSL #Curiosity! ht ...
Other,RT @News5AKSYON: RED WARNING hoisted over Metro Manila anew? It means more than 30 mm rains and low lying areas have floods. Evacuation  ...
Other,RT @MosWantedCrew: #PrayForThePhilippines #MdubLove http://t.co/21cHNdn0 http://t.co/kHY7wn2p
Other,"RT @feunrmfOFFICIAL: If you know any of our students, faculty & staff, employees, etc., that need rescue or help, let us know immedi ..."
Other,RT @MarsNioko: God bless the people of Marikina! _üò•
Other,RT @keancipriano: Please RESCUE my relatives at 81narra st marietta romeo village sta lucia pasig city.My tita needs to go to the hospit ...
Other,RT @AyyPutaBro: Guys! Let's all offer a Prayers to all the victims of Floods. #bangonPilipinas  #PrayForThePhilippines @TangaMoSir
Other,@ranzkyle PLS.... GT kayo sa SM MARIKINA
Other,"RT @tippydossantos8: I heard about the 12,000 bilibid inmates who gave up 1 meal of their day. They asked for the food to be donated to  ..."
Other,RT @itsandreaerni: RT @antondulce 6 people with 2 seniors and one pregnant stranded on Rooftop. Blk 79 Lot 5 12-25 St. Villamor Air Base ...
Other,RT: @carissaaag: Joanna Manga:  JUST ANNOUNCED ON DZMM TELERADYO Classes in Pasig City are suspended for tomorrow
Other,RT @dost_pagasa: As of 11:42AM: Expect Light to Moderate rains over the vicinity of Bocaue and nearby areas. #bulacan
Other,@Karen_DaviLa  how about pasig??are the classes suspended
Other,RT @Chekakramer: For those who want to get to Antipolo do not pass Sumulong hiway Masinag. It's flooded and quite impassable pls RT.
Other,RT @gmanews: Marikina River water level down to 18.47m (via @marcmeru)
Other,"RT @JojoMalig: FYI. PAGASA rainfall alert warnings are now Yellow, Orange, Red."
Other,RT @SiKristySeno: RT @rustyjusty97: Delos Santos Medical QC in need of Diesel Generators for infants. #rescuePH | @RescuePH @tjmanotoc
Other,"‚Äú@Karen_DaviLa: PAG-ASA says although we will experience improving weather condition in Manila in the next few days, expect some rains.‚Äù"
Other,@MMDAtweets  passable po ba ang edsa? from mandaluyong to sm north edsa? or from mandaluyong to visayas ave?
Other,"RT @xocoleyf: Manila, our love for you is stronger than any typhoon. those who couldn't make it, you were in our hearts. thank you for a ..."
Other,#18ThingsIWant a Jeep Liberty or Wrangler _üòä
Other,"RT @MgaPatama: Dear ulan, welcome ka sa China dun ka nalang."
Other,"RT @OMGFacts: If melting ice caps flood the earth, this country better make it through - or we're screwed. Which country? --> http:// ..."
Other,My #lrt was the truth... Smh!
Other,"RT @Biancassantiago: As per PAGASA, Metro Manila back to red warning..."
Other,RT @143redangel: The RedCross-Laguna Chapter is now accepting donations for the victims of recent flooding. The urgent needs are ... htt ...
Other,@aikoholic143 yes passable po came from makati to sanjose del monte bulacan
Other,RT @ABSC1213: One of the best things we can do now is stay indoors. Lets not add ourselves to the list of flood victims that need to be  ...
Other,@ANCALERTS sa CAvite po anu po uodate my pasok na po tom?
Other,Banaue  and Amoranto sts QC area flooded again as of 5pm.
Other,"12,000 Muntinlupa prisoners gave their meals up to donate to the flood victims."
Other,"RT @varsitarianust: Fr. Jeff Aytona (Sto Domingo QC): STILL IN NEED OF PACKED LUNCH. TO ADDRESS AILMENTS AND HYGIENE CONCERNS, WE NEED A ..."
Other,RT @GabAndres: CSA Makati is continuing its #ReliefPH operations tomorrow. Please spread! @ABSCBNNews @gmanews @rapplerdotcom
Other,"@gino_montemayor , pls show mama. tapat ng iglesia 'to ""@RenSaps:commonwealth north bound coming out of UPDiliman http://t.co/oqOB9yjy‚Äù‚Äù"
Other,RT @bubblesparaiso: Mandaluyong circle--- waist deep water!!!! Wading thru ..... Wawa the gasoline station boys who seemd stranded but c ...
Other,"Hello@karadavid,R D roads from Pasig brdge going Junction>tikling>Antipolo Passable? @MMDA not responding.Been stuck here at work for 4 days"
Other,#lrt just made my day
Other,@aradp super baha?
Other,@vampinthecity not yet po. Chest deep flood
Other,"Are you a good fit for this job? Systems Analyst - C# or JAVA in Manila, Philippines http://t.co/Kjqql774 #job"
Other,"RT @badassprof: Yes, kasama UP dyan -> QC Mayor's ofc: Classes from kinder-hs, private/public, COLLEGES & UNIVERSITIES r suspende ..."
Other,RT @darwindavidlin: @DelamarArias Tullahan Bridge Mac Arthur Highway Valenzuela City not passable! Take NLEX instead! #themorningrush
Other,@pistahan any vetted organizations accepting donations for victims of the Manila flood during the weekend event? #PistahanSF
Other,"RT @gelaito: Classes in Pasig will remain suspended for tomorrow, August 09, 2012 as per DZMM TeleRadyo. Keep safe and dry!!"
Other,RT @nikki_abella: Philippines has suffered a lot already. This should end NOW. #PrayForThePhilippines
Other,RT @aaaarobles :Volunteers & donations are still welcome in @philredcross Pasig-Pateros Branch. Drop by tomorrow if you wanna help out! :-)
